9.160000000000000000e+02 1.078606297155862376e+04
1.744000000000000000e+03 1.069485093718585085e+04
1.178000000000000000e+03 8.767311613469659278e+03
1.592000000000000000e+03 1.081120361231522656e+04
9.660000000000000000e+02 1.170257708051667214e+04
1.752000000000000000e+03 1.068693954905568899e+04
9.850000000000000000e+02 1.119838773746217521e+04
1.538000000000000000e+03 1.097801211855524889e+04
1.782000000000000000e+03 1.065253025209191946e+04
4.930000000000000000e+02 1.039253230327400161e+04
1.830000000000000000e+02 1.069601580465562074e+04
3.050000000000000000e+02 1.293068838546582083e+04
5.330000000000000000e+02 9.147257396490967949e+03
9.600000000000000000e+01 1.003140221838276739e+04
7.710000000000000000e+02 1.009214781262707947e+04
1.022000000000000000e+03 1.031185888606397566e+04
1.502000000000000000e+03 1.051714214745022400e+04
4.660000000000000000e+02 1.360005266048473459e+04
4.420000000000000000e+02 1.292371498802773567e+04
1.712000000000000000e+03 1.069866216212565814e+04
3.690000000000000000e+02 9.444736174853593184e+03
9.100000000000000000e+01 1.019855442134833174e+04
1.032000000000000000e+03 1.029373069145477893e+04
1.291000000000000000e+03 1.083429045404986755e+04
9.170000000000000000e+02 1.083314317933336497e+04
9.390000000000000000e+02 1.161913074996125033e+04
1.773000000000000000e+03 1.066235135654670376e+04
5.110000000000000000e+02 8.789137415850844263e+03
2.000000000000000000e+00 1.110518511637584925e+04
1.211000000000000000e+03 9.115529677825279578e+03
1.693000000000000000e+03 1.067183709424314657e+04
1.033000000000000000e+03 1.029650391440533713e+04
1.276000000000000000e+03 1.272137502452602166e+04
1.168000000000000000e+03 9.483122172270574083e+03
1.663000000000000000e+03 1.060369542882528913e+04
1.135000000000000000e+03 1.628823061848779435e+04
1.251000000000000000e+03 1.333269433985303294e+04
3.600000000000000000e+01 1.210613695275194004e+04
1.294000000000000000e+03 1.046035848145266391e+04
7.970000000000000000e+02 1.263939575443829563e+04
1.718000000000000000e+03 1.070241693421439777e+04
1.716000000000000000e+03 1.070142320313970231e+04
7.930000000000000000e+02 1.234236776808316790e+04
1.728000000000000000e+03 1.070368427390551915e+04
1.358000000000000000e+03 1.063801345079682869e+04
3.580000000000000000e+02 1.073595162327766775e+04
8.610000000000000000e+02 9.409084018597619433e+03
1.321000000000000000e+03 8.706574982230580645e+03
1.643000000000000000e+03 1.057910925140517975e+04
2.210000000000000000e+02 1.087451819830869499e+04
7.390000000000000000e+02 8.565529800705649905e+03
2.230000000000000000e+02 1.087060740423916832e+04
1.148000000000000000e+03 1.270938636693366243e+04
1.307000000000000000e+03 9.171722665523740943e+03
9.590000000000000000e+02 1.178383385221952813e+04
1.086000000000000000e+03 1.082513822361177154e+04
1.658000000000000000e+03 1.059404457989222465e+04
1.285000000000000000e+03 1.162006121655688185e+04
2.650000000000000000e+02 1.065254646322091867e+04
1.329000000000000000e+03 8.913461858423032027e+03
5.760000000000000000e+02 1.181966805681444021e+04
7.120000000000000000e+02 1.095666273839116730e+04
9.040000000000000000e+02 1.017541373594070319e+04
1.797000000000000000e+03 1.063973996131761123e+04
7.560000000000000000e+02 8.626800704016814052e+03
1.019000000000000000e+03 1.033599169999589503e+04
1.690000000000000000e+02 1.050771184800230367e+04
1.069000000000000000e+03 1.065380856989818676e+04
8.550000000000000000e+02 9.869754230439535604e+03
6.220000000000000000e+02 1.144693956826684371e+04
1.552000000000000000e+03 1.102658644564260248e+04
1.682000000000000000e+03 1.064796513583745582e+04
3.070000000000000000e+02 1.382368588312718020e+04
5.190000000000000000e+02 8.618424535050329723e+03
9.080000000000000000e+02 1.038621730709541771e+04
1.024000000000000000e+03 1.030088639600246825e+04
6.700000000000000000e+02 1.527680372619504124e+04
1.043000000000000000e+03 1.035845059424609826e+04
1.387000000000000000e+03 1.188638006498481991e+04
8.710000000000000000e+02 9.015569497646773016e+03
8.900000000000000000e+01 1.027659320198023306e+04
5.200000000000000000e+02 8.624988127535832973e+03
1.660000000000000000e+03 1.059770731038326085e+04
7.630000000000000000e+02 9.216683055643579792e+03
7.720000000000000000e+02 1.020607261808243129e+04
1.170000000000000000e+02 9.772567682574333958e+03
1.260000000000000000e+03 1.356789214044967230e+04
1.266000000000000000e+03 1.345628635301260329e+04
1.012000000000000000e+03 1.043018029900097463e+04
6.300000000000000000e+02 1.102383192331578903e+04
8.700000000000000000e+01 1.036042443444416494e+04
1.533000000000000000e+03 1.094021084699092353e+04
3.970000000000000000e+02 8.553926132167767719e+03
2.720000000000000000e+02 1.061668293148764678e+04
1.310000000000000000e+03 8.978775640336130891e+03
5.300000000000000000e+02 8.971859348697569658e+03
6.200000000000000000e+01 1.157980901944639663e+04
1.030000000000000000e+02 9.868742949082143241e+03
1.333000000000000000e+03 9.103192265994401168e+03
2.170000000000000000e+02 1.087890947112469803e+04
1.243000000000000000e+03 1.279740302350731326e+04
7.240000000000000000e+02 9.539078060953375825e+03
5.890000000000000000e+02 1.217017951418390112e+04
1.596000000000000000e+03 1.077868645558129901e+04
3.510000000000000000e+02 1.207368615518839215e+04
